order_id,customer_id,customer_city,customer_state,order_date,order_month,product_id,product_category_name,price,payment_value,review_score
23fbbf4e70a72006ecb1a4bdd72a5d0f,373373ec4d694242d601fe8a69be1c92,barra,BA,2017-10-05,2017-10,b551128533846968d8752358d1f7f365,sports_leisure,43.9,63.49,5
18f4178d9b3c33fa79c1a0d5eb214023,1f68e24da06f36cb8a5243e23c390bcf,belo horizonte,MG,2018-05-07,2018-05,680874c570dad71c0a2844cfbf417054,furniture_decor,39.0,305.89,1
1c2bab4c18a97c3bba457866ee72bdbd,9f582ffae8aecd135ae3d11fcd508c26,juiz de fora,MG,2017-09-20,2017-09,fc37e09bb4dadd1eef5e92e954b1c72e,baby,64.99,80.19,4
f192cff10ef337b0ec9028f2cb9bf874,1c3f1e66dc3859cce89cb9c12e3c1122,salvador,BA,2017-07-21,2017-07,46805be02f14add01c364b5ca18959ec,housewares,79.0,15.25,4
351688388d33d4a58285b9d6630bcc82,32755045a3b602adc3876bbfa3f8d7c8,rio de janeiro,RJ,2018-04-21,2018-04,d373a9b9079c251371e94cacf40c1fe7,furniture_bedroom,287.0,352.16,4
95cae9dd806a2b045a98c5f253c74d0d,10c2ef0e5a6a9b2d28d70b65b5063bf3,marechal candido rondon,PR,2018-01-19,2018-01,7935ddc510afb7d08989660b382b7f26,stationery,89.0,106.87,5
c1d7c344beb7643af2f26a7b7cbecd5e,4ca39a384a51c378303737fa14db7ae9,cachoeirinha,RS,2018-05-09,2018-05,3fbc0ef745950c7932d5f2a446189725,health_beauty,64.99,87.85,5
272d40214dcc28e3eea31bcdb4d1f55c,85c6a3112d9b45e4bbb16f9337537dcd,londrina,PR,2017-05-29,2017-05,30d55419015a4d9c2ca68586923d5a9f,housewares,44.5,59.6,5
bc76bb0ff492abd2cfc722349f3d62a2,54af9d31eb26ac435fa7bc914d9a30bf,florianopolis,SC,2017-10-10,2017-10,fb7a100ec8c7b34f60cec22b1a9a10e0,toys,49.99,64.09,5
c6d494c8b8f23ab293d35084ce4babd1,6dd52a73b6f4356624e6622b1a1e1b5f,curitiba,PR,2018-04-26,2018-04,8d8109048bbf6f0369b1522029f92a19,cool_stuff,48.9,263.84,4
68233f255c4f267082b2fc19f6449977,4f16e4f7467c532048801d636774945f,niteroi,RJ,2017-04-19,2017-04,b7a89537c40b1f5a18b5ba75dbb91cbe,musical_instruments,278.77,295.93,1
276c37d3aa8872a9e3f7858b0fefa062,181512b829112330394f0fc0985980fe,marilia,SP,2017-06-06,2017-06,3a5d57db958f4fec143599e2c7113f17,sports_leisure,113.9,126.2,5
fd403165d4dc1a2b299386f1d45f181b,e9446b50eed1a1ef77178a47055332f1,guanambi,BA,2017-10-09,2017-10,2c8e38b2b220b65a306d88444defb4fd,construction_tools_tools,29.9,46.69,4
129c58b77c85a73933e98de57c705559,410863627bc1b59338692229885e3542,sao jose dos campos,SP,2017-11-08,2017-11,fa54ba82589db68838ebe0225c34f30a,electronics,113.0,131.04,5
9d0e743a98942852dc5092952b91b470,4b92257e64f8b355f6bef19fe858a85b,soledade,RS,2018-02-09,2018-02,2b4609f8948be18874494203496bc318,health_beauty,89.99,106.38,5
c5da9ed3db42d9ae4e1938ebd9f77a5d,f3e95129cd5b09e937f8509b87c0536e,ribeirao pires,SP,2018-06-11,2018-06,ad2037645597db38527fe3afbe226af2,drinks,29.49,38.93,5
3f3f8127c7e0537f9f74550f3504f93d,bee149e10d51ea292fb297cbd35414a7,martins soares,MG,2018-06-30,2018-06,bdcf6a834e8faa30dac3886c7a58e92e,health_beauty,35.9,51.22,4
169f444739d294d19e4103e460d963d4,8f0f359a835944478c1c46f14fb5f2c3,senhor do bonfim,BA,2018-01-21,2018-01,87cb507e0daa37bbf34956fd59eba832,watches_gifts,29.0,91.58,5
83fe87eb0a04cc2e1e9c68129e40f62e,481a717eec3e7827248545fc6f0f7164,araucaria,PR,2018-05-21,2018-05,fea7f0c147905a41ca324c0e3234a4c7,computers_accessories,110.0,126.74,3
aa7d642fecef401c80602a4dcb0a82ac,b2b6a80eb03f1c08201222ebdc059442,salvador,BA,2017-12-19,2017-12,c7f00fc7c45096568acd0e79ade90e64,sports_leisure,171.9,214.17,5
59ff2ee65c8cc0479240e487a0fc6677,0c1ce3452644c2df44c0162383acdd45,castilho,SP,2018-02-15,2018-02,8b8191f9283cd3c98fa9b37a0b0f99ef,perfumery,319.0,336.99,3
029f7a5aabaadfcdfe8c0eddb59a1069,745fc498c9bb2df2194e737485a1afa9,piracicaba,SP,2018-03-05,2018-03,0a4093a4af429dc0a9334300e5c13ae5,health_beauty,29.9,76.34,5
82ee69216f11b23e2d21d2796e079366,7f8aa5f321fc28ae90ee6a38cd6e3150,barreiras,BA,2018-08-08,2018-08,a04087ab6a96ffa041f8a2701a72b616,computers,650.0,692.94,5
70009c6d985dfa16754461cff33c10dc,3bd73d184f96fc1f26896de888b43819,sao paulo,SP,2017-08-11,2017-08,6e1b14d3cbb5fb3a2c00351007127dfd,cool_stuff,229.99,158.79,5
5928d420527d13a50a884bc80c6ea676,5393412c9014929b2ce82cd29def8553,passo fundo,RS,2018-07-03,2018-07,0fc6914383c2bea767a9562c9d8b43a1,computers_accessories,48.0,66.44,5
8cd68144cdb62dc0d60848cf8616d2a4,c03b40c7971bc52b3d018247891270c5,ipatinga,MG,2017-08-04,2017-08,002af88741ba70c7b5cf4e4a0ad7ef85,cool_stuff,39.0,330.66,5
1ba17bb34e802d7e243558ee086ff754,991dfbe50e6444dc9f25c9f8d3562ceb,mineiros,GO,2017-03-21,2017-03,c8d415e06ebd7a37c7a5b4a18641ca11,health_beauty,43.48,61.26,5
51cd5fcee08447be92f8eb9852235f45,18c3721ff948a8dfe377499f048a7bf5,cabo frio,RJ,2018-03-12,2018-03,3f55594c92f61283dd292a1e6f1c6427,sports_leisure,129.9,145.51,5
309b9de8813533826a3005f94bee92b9,7d256faf9786f86ad032ffdc9554ea2d,lages,SC,2018-04-24,2018-04,ca140156f7f81f8e406cc66cb8f12a67,furniture_decor,71.9,726.05,1
53bd622a8d20922d658c830bd18c22c4,eff15f751d5965e6f1d3c5870144cd31,sao gabriel,RS,2018-05-04,2018-05,8aa6223e400af9c97b07c75993142721,baby,169.9,199.27,4
d33eeaaa657fd3ae5e7f4e8f92892ea5,57967bed045af2bd3831f8997d98f916,osasco,SP,2018-08-08,2018-08,77da35d9e8023abd25ed7a92d9a65288,health_beauty,64.49,147.26,4
e651ecccf9a0e719ab06620a6944e421,f7f8a220524d56e78d3621f2c47bb90a,sao goncalo,RJ,2018-05-14,2018-05,01cda14e6051f3dcf61bb80abf210b79,computers_accessories,24.89,40.12,4
d155f2e86c4956027b24bb6769cf2f80,b9811e8109305241e41ca136ce24556a,sao paulo,SP,2018-01-16,2018-01,2709b7e2e1e0694d32d2b6d88d483597,health_beauty,29.9,44.0,5
d4ecf069cf056cbde7553bbd394cb753,dfcde7971c143052874fa2bf1623a3ab,contagem,MG,2018-06-23,2018-06,f32415d23c358ef1e387a7d329d9ce9f,stationery,36.9,56.44,5
c23118f80a11f1fe5147253748fc761e,aa91f01bcc7a30c350db6dcd5322a5fb,sao paulo,SP,2018-08-09,2018-08,5a848e4ab52fd5445cdc07aab1c40e48,unknown,122.99,132.01,5
141d7ee98d9a50269f84d9a3c5330cba,db7432cb997db7083db6aaea715d3433,sao paulo,SP,2018-08-28,2018-08,37f4d0bf85fbf875c920d460766d6a5c,construction_tools_lights,30.0,38.37,4
b60e330e00299aeeafa976b885447190,0bb79aff5bf618a6f3bf91fd9049b9d8,sao paulo,SP,2017-02-04,2017-02,dcf0f4c00270e4e71c868cbfedff1e9d,sports_leisure,109.99,6.14,5
0f30dd4c9af7aabbce81fc381ce2e807,c18a4cb3f8ff37151c8e3dacada355a4,campo mourao,PR,2017-10-10,2017-10,4e0d588f8e002f2bad9cbe0b8f66f6f6,unknown,39.9,56.69,4
fc6dbce689351adc115bf0cc85884892,ae6da44dd162992d63e17e4f482792cf,conservatoria,RJ,2018-05-15,2018-05,47cd48073d67f91f09cb5ef9496c920b,bed_bath_table,78.99,98.51,5
373ed2d4d423781420b5755892ef90ff,b232b39a0548879364ceff434d6c3a35,rio de janeiro,RJ,2018-05-12,2018-05,89321f94e35fc6d7903d36f74e351d40,food,27.9,40.84,3
08fa8b49ff198d1332df4668087150ed,a45bb6b2defa953b1e4025c6f40532a0,sao paulo,SP,2018-06-02,2018-06,422879e10f46682990de24d770e7f83d,garden_tools,49.9,50.0,5
314fc0121ed16cbe4f7979e96f3768ef,9b1c0b706b8991152859ed64739367f8,marilia,SP,2018-04-24,2018-04,bb191b58fe5bc5a220db96fd387655c2,cool_stuff,189.9,213.95,3
92513c17b1e446ae2b162527361b595e,8fbbfd71536431f7d84abe07956a4608,santo andre,SP,2018-07-14,2018-07,bdcf6a834e8faa30dac3886c7a58e92e,health_beauty,46.99,68.62,3
a23f721497b1d681e6408ab48c1cf387,f9ab13c4ce6bd348989081ccc9e71dfe,niteroi,RJ,2017-12-11,2017-12,e0884eed28311e4365d93a89ac57eafb,audio,19.9,14.0,1
dd563e7a7841c760917e0cf6aee3740d,c98a33e7863890a9d65db5297db8d542,formiga,MG,2018-03-13,2018-03,2ffdf10e724b958c0f7ea69e97d32f64,watches_gifts,224.0,243.45,2
c99274b9d6aaffe2c0bd2d3483f64f12,530d079076d1c95963e48cb0e5ef631c,parnamirim,RN,2018-03-03,2018-03,3f34959740c72f0e661df7d18465c955,books_technical,65.0,100.77,5
2f6251551aaa1868831b65a26562a692,eaebd0ddc44060878f03cbfd635fab75,sao paulo,SP,2017-10-13,2017-10,db4e53a9c9aa94503fbeb12a2fdbf7ba,sports_leisure,75.6,219.87,3
92abbc3feb3045ffa00bc4cb5f18859d,d3e7a2e718763bc9e45a21dddb24e1db,joao pessoa,PB,2018-03-18,2018-03,2ffdf10e724b958c0f7ea69e97d32f64,watches_gifts,224.0,276.07,3
a8324c7ec6b72c7978896a221606c93e,8a5125860406db27ce9e5d4efd358efd,rio de janeiro,RJ,2018-04-14,2018-04,5e21d5cab5d33e770d8150a4ee6117db,watches_gifts,49.0,64.23,5
5c5bbd6db76559427661810d806bae25,efc63ad0c52f8bc3823f66b70616a280,brasilia,DF,2017-09-13,2017-09,75d6b6963340c6063f7f4cfcccfe6a30,perfumery,56.99,71.14,4
1d54db601b417ccdfd3b7071955e6cc7,7e7d2271d6f55b03b0bd4615c5f2de6e,gaspar,SC,2018-04-27,2018-04,6e729bd456c54469a9af4c8774f1eab7,garden_tools,3105.0,3209.72,5
ed53757133903f601864b13c9090b144,8d7caf4897a548539aa9d632d96936aa,juiz de fora,MG,2017-06-30,2017-06,386486367c1f9d4f587a8864ccb6902b,bed_bath_table,105.9,123.89,5
1f731a787d315cb2512cc781f7466d19,2b81366d30a655e53976a458e9bc7bf7,sao paulo,SP,2017-11-29,2017-11,0bcc3eeca39e1064258aa1e932269894,garden_tools,59.0,72.43,5
e7b3238f912e9efb45f970a33d3ac10c,5c1547bae5d0f335ad4b7728b54be141,florianopolis,SC,2017-11-21,2017-11,6c69e1be6be2ab7ad5a9e4fe8a763b7f,perfumery,339.0,353.62,5
